adult,belongs_to_collection,budget,genres,id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,video,vote_average,vote_count,success,status_code,status_message
False,NULL,5000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",71.0,en,Billy Elliot,12.683,"[{'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 288, 'logo_path': '/wdmwQuV4R1MIr8A78izZkC184uC.png', 'name': 'BBC Films', 'origin_country': 'GB'}, {'id': 686, 'logo_path': '/qMVjV8YFbxXrGVF4wD6hRjllVbr.png', 'name': 'Tiger Aspect Productions', 'origin_country': 'GB'}, {'id': 718, 'logo_path': None, 'name': 'Arts Council of England', 'origin_country': 'GB'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}, {'id': 10462, 'logo_path': None, 'name': 'WT2 Productions', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2000-05-18,109280263.0,110.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,7.6,2762.0,NULL,NULL,NULL
False,"{'id': 422837, 'name': 'Blade Runner Collection', 'poster_path': '/cWESb1o9lW2i2Z3Xllv9u40aNIk.jpg', 'backdrop_path': '/bSHZIvLoPBWyGLeiAudN1mXdvQX.jpg'}",28000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",78.0,en,Blade Runner,37.797,"[{'id': 5798, 'logo_path': '/tmuI9BGXgpWLmokhlxpnG3IGNQB.png', 'name': 'Shaw Brothers', 'origin_country': 'HK'}, {'id': 7965, 'logo_path': None, 'name': 'The Ladd Company', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1982-06-25,41670166.0,117.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Hungarian', 'iso_639_1': 'hu', 'name': 'Magyar'}]",False,7.9,9896.0,NULL,NULL,NULL
False,"{'id': 123800, 'name': 'Before... Collection', 'poster_path': '/bBS1CfspKXq5RBok85hYvtW9ZwE.jpg', 'backdrop_path': '/to3l6Gwzd7FGWa9Spc708IP1K7l.jpg'}",2700000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",80.0,en,Before Sunset,17.872,"[{'id': 11509, 'logo_path': None, 'name': 'Warner Independent Pictures (WIP)', 'origin_country': 'US'}, {'id': 97, 'logo_path': '/7znWcbDd4PcJzJUlJxYqAlPPykp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}, {'id': 11510, 'logo_path': '/gg3gP2wHNNfOfLKdXGjYC9qJ9ok.png', 'name': 'Detour Filmproduction', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-02-10,15992615.0,80.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",False,7.8,2141.0,NULL,NULL,NULL
False,"{'id': 85861, 'name': 'Beverly Hills Cop Collection', 'poster_path': '/ty7zsl0xkVDUlibYkFUjRAYUkvE.jpg', 'backdrop_path': '/tXopIfFut30C8TqpLrYgTsXism6.jpg'}",14000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",90.0,en,Beverly Hills Cop,23.732,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 30, 'logo_path': None, 'name': 'Eddie Murphy Productions', 'origin_country': 'US'}, {'id': 10288, 'logo_path': None, 'name': 'Don Simpson/Jerry Bruckheimer Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-11-30,316360478.0,105.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,7.2,2639.0,NULL,NULL,NULL
False,NULL,0.0,"[{'id': 99, 'name': 'Documentary'}]",92.0,en,Megacities,3.467,[],"[{'iso_3166_1': 'AT', 'name': 'Austria'}]",1998-08-12,0.0,94.0,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,7.3,8.0,NULL,NULL,NULL
False,NULL,2000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",93.0,en,Anatomy of a Murder,12.649,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1959-07-01,8000000.0,161.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",False,7.9,531.0,NULL,NULL,NULL
False,"{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/78z0WMBzBWOnCsXWulihPJKCToL.jpg', 'backdrop_path': '/AqQotqj7XOI6GjB28nhMMa8YzOT.jpg'}",19000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",105.0,en,Back to the Future,70.775,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-07-03,381109762.0,116.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,8.3,14384.0,NULL,NULL,NULL
False,"{'id': 399, 'name': 'Predator Collection', 'poster_path': '/6Z7lASptoiRVxiCFvZaFgH9qp7u.jpg', 'backdrop_path': '/fXVzk9OxQwROCuiWvd0Cv76qmZi.jpg'}",15000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",106.0,en,Predator,63.299,"[{'id': 342, 'logo_path': None, 'name': 'Davis Films', 'origin_country': 'FR'}, {'id': 1885, 'logo_path': '/xlvoOZr4s1PygosrwZyolIFe5xs.png', 'name': 'Silver Pictures', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 840, 'logo_path': None, 'name': 'Lawrence Gordon Productions', 'origin_country': ''}, {'id': 5263, 'logo_path': None, 'name': 'Amercent Films', 'origin_country': ''}, {'id': 5264, 'logo_path': None, 'name': 'American Entertainment Partners L.P.', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-06-12,98267558.0,107.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",False,7.4,5103.0,NULL,NULL,NULL
False,"{'id': 131, 'name': 'Three Colors Collection', 'poster_path': '/ph9rRSTG4xL8nubxNrK00VUMn5l.jpg', 'backdrop_path': '/AeHExfHIl70SZCea907KfEoSkfJ.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",109.0,fr,Trois couleurs : Blanc,11.301,"[{'id': 183, 'logo_path': None, 'name': 'Le Studio Canal+', 'origin_country': 'FR'}, {'id': 591, 'logo_path': '/q5I5RDwMEiqoNmfaJgd2LraEOJY.png', 'name': 'France 3 Cinéma', 'origin_country': 'FR'}, {'id': 850, 'logo_path': '/aF7qajGJGtMpdrtvssM9g90YanX.png', 'name': 'Eurimages', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'PL', 'name': 'Poland'}]",1994-01-26,0.0,92.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Hungarian', 'iso_639_1': 'hu', 'name': 'Magyar'}, {'english_name': 'Polish', 'iso_639_1': 'pl', 'name': 'Polski'}]",False,7.5,664.0,NULL,NULL,NULL
False,NULL,150000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",118.0,en,Charlie and the Chocolate Factory,68.372,"[{'id': 79, 'logo_path': '/tpFpsqbleCzEE2p5EgvUq6ozfCA.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 80, 'logo_path': None, 'name': 'The Zanuck Company', 'origin_country': 'US'}, {'id': 8601, 'logo_path': None, 'name': 'Tim Burton Productions', 'origin_country': ''}, {'id': 55512, 'logo_path': None, 'name': 'Theobald Film Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 81, 'logo_path': '/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png', 'name': 'Plan B Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-07-13,474968763.0,115.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,7.0,10897.0,NULL,NULL,NULL
False,NULL,0.0,"[{'id': 99, 'name': 'Documentary'}]",125.0,pl,Dworzec,1.634,"[{'id': 2466, 'logo_path': None, 'name': 'WFD', 'origin_country': ''}]","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",1980-01-01,0.0,13.0,"[{'english_name': 'Polish', 'iso_639_1': 'pl', 'name': 'Polski'}]",False,5.9,15.0,NULL,NULL,NULL
False,NULL,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",139.0,da,Mifunes sidste sang,3.298,"[{'id': 155, 'logo_path': '/cDY49SOQwJixJSMun9Haerx8dAQ.png', 'name': 'Nimbus Film', 'origin_country': 'DK'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",1999-03-12,0.0,98.0,"[{'english_name': 'Danish', 'iso_639_1': 'da', 'name': 'Dansk'}]",False,6.9,41.0,NULL,NULL,NULL
False,NULL,5000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",140.0,es,La mala educación,13.761,"[{'id': 9335, 'logo_path': None, 'name': 'Canal+ España', 'origin_country': 'ES'}, {'id': 49, 'logo_path': '/xpf5iHdvvBtsH8jBMlgIJHAET0c.png', 'name': 'El Deseo', 'origin_country': 'ES'}, {'id': 981, 'logo_path': '/pkrdO9ykplO4Zc8edikoSX5APUN.png', 'name': 'TVE', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2004-03-19,40266982.0,106.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",False,7.4,590.0,NULL,NULL,NULL
False,NULL,5000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",148.0,en,The Secret Life of Words,8.391,"[{'id': 78, 'logo_path': '/ngEvKlaMsDQBlbK7eDZ6RncCErb.png', 'name': 'Hotshot Films', 'origin_country': 'RU'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2005-12-15,0.0,112.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",False,7.0,133.0,NULL,NULL,NULL
False,NULL,10000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",149.0,ja,アキラ,51.134,"[{'id': 10920, 'logo_path': None, 'name': 'Akira Committee Company Ltd.', 'origin_country': ''}, {'id': 3363, 'logo_path': None, 'name': 'Mainichi Broadcasting System (MBS)', 'origin_country': ''}, {'id': 10921, 'logo_path': '/mILVV3xSs3BOkXy85l1pXakLoKk.png', 'name': 'Sumitomo Corporation', 'origin_country': 'JP'}, {'id': 882, 'logo_path': '/fRSWWjquvzcHjACbtF53utZFIll.png', 'name': 'Toho Company, Ltd.', 'origin_country': 'JP'}, {'id': 104680, 'logo_path': None, 'name': 'Studio Fuga', 'origin_country': 'JP'}, {'id': 5805, 'logo_path': '/jiTDwr7CelkRTSJt8or6WipN75c.png', 'name': 'Studio Aoi', 'origin_country': 'JP'}, {'id': 7164, 'logo_path': '/vHsaqTkQ2ZTbdqrCA272YahoVlg.png', 'name': 'TMS Entertainment', 'origin_country': 'JP'}, {'id': 59118, 'logo_path': '/3KwKCviJ67dCm7m740cdaLt1VS8.png', 'name': 'Kodansha', 'origin_country': 'JP'}, {'id': 120107, 'logo_path': None, 'name': 'Bandai Entertainment Inc.', 'origin_country': ''}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1988-07-16,0.0,124.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",False,7.9,2466.0,NULL,NULL,NULL
False,"{'id': 151, 'name': 'Star Trek: The Original Series Collection', 'poster_path': '/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg', 'backdrop_path': '/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg'}",12000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",154.0,en,Star Trek II: The Wrath of Khan,21.607,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-06-04,96800000.0,113.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,7.4,1279.0,NULL,NULL,NULL
False,NULL,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",156.0,da,Wilbur begår selvmord,4.52,"[{'id': 223, 'logo_path': '/b9Icqi8qGm7gJ6jVs8bauUo5N5Q.png', 'name': 'Les Films du Losange', 'origin_country': 'FR'}, {'id': 235, 'logo_path': '/obOynoztBEhDNfHsDXBqOuQLAZk.png', 'name': 'Nordisk Film', 'origin_country': 'DK'}, {'id': 698, 'logo_path': None, 'name': 'Scottish Screen', 'origin_country': ''}, {'id': 758, 'logo_path': '/fft3jrctrZNcgAxgN1w5Givtzip.png', 'name': 'TV 2', 'origin_country': 'DK'}, {'id': 980, 'logo_path': None, 'name': 'The Glasgow Film Fund', 'origin_country': ''}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2002-11-08,0.0,111.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,6.5,55.0,NULL,NULL,NULL
False,"{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/78z0WMBzBWOnCsXWulihPJKCToL.jpg', 'backdrop_path': '/AqQotqj7XOI6GjB28nhMMa8YzOT.jpg'}",40000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",165.0,en,Back to the Future Part II,42.908,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-11-22,332000000.0,108.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,7.7,9184.0,NULL,NULL,NULL
False,"{'id': 399, 'name': 'Predator Collection', 'poster_path': '/6Z7lASptoiRVxiCFvZaFgH9qp7u.jpg', 'backdrop_path': '/fXVzk9OxQwROCuiWvd0Cv76qmZi.jpg'}",35000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",169.0,en,Predator 2,59.799,"[{'id': 1302, 'logo_path': '/kQZtJdyphCmq292iGDqlUx0yk2D.png', 'name': 'Davis Entertainment', 'origin_country': 'US'}, {'id': 840, 'logo_path': None, 'name': 'Lawrence Gordon Productions', 'origin_country': ''}, {'id': 1885, 'logo_path': '/xlvoOZr4s1PygosrwZyolIFe5xs.png', 'name': 'Silver Pictures', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-11-20,57120318.0,108.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,6.2,1893.0,NULL,NULL,NULL
False,NULL,14390509.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",175.0,fr,Le Grand Bleu,15.172,"[{'id': 9, 'logo_path': '/nda3dTUYdDrJ6rZqBpYvY865aDv.png', 'name': 'Gaumont', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-05-10,0.0,168.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",False,7.5,961.0,NULL,NULL,NULL
